policy_id,simple_question,risk_category,source,created_at,similarity
EU_AI_Act_Art_49_93,How can we meet EU_AI_Act_Art_49_93 requirements on The following information shall be provided and thereafter?,Low Risk,template,2025-11-11T12:56:32.708964,0.631
EU_AI_Act_Art_49_2,What does EU_AI_Act_Art_49_2 say about The name address and contact details of the?,Low Risk,template,2025-11-11T12:56:33.536770,0.379
EU_AI_Act_Art_49_2,Do we need to comply with EU_AI_Act_Art_49_2 when handling The name address and contact details of the?,Low Risk,template,2025-11-11T12:56:33.536809,0.368
EU_AI_Act_Art_49_2,Is The name address and contact details of the allowed under the EU_AI_Act_Art_49_2?,Low Risk,template,2025-11-11T12:56:33.536833,0.344
EU_AI_Act_Art_49_2,Are there transparency requirements for The name address and contact details of the?,Low Risk,template,2025-11-11T12:56:33.536856,0.495
EU_AI_Act_Art_49_2,What are the obligations regarding The name address and contact details of the?,Low Risk,template,2025-11-11T12:56:33.536878,0.523
EU_AI_Act_Art_49_2,Can we process The name address and contact details of the data under this law?,Low Risk,template,2025-11-11T12:56:33.536903,0.391
EU_AI_Act_Art_49_2,Who is responsible for ensuring The name address and contact details of the compliance?,Low Risk,template,2025-11-11T12:56:33.536926,0.545
EU_AI_Act_Art_49_2,Does this law prohibit The name address and contact details of the?,Low Risk,template,2025-11-11T12:56:33.536948,0.376
EU_AI_Act_Art_49_2,What penalties apply if The name address and contact details of the is violated?,Low Risk,template,2025-11-11T12:56:33.536971,0.353
EU_AI_Act_Art_49_2,How can we meet EU_AI_Act_Art_49_2 requirements on The name address and contact details of the?,Low Risk,template,2025-11-11T12:56:33.536991,0.363
EU_AI_Act_Art_49_3,What does EU_AI_Act_Art_49_3 say about The URL of the entry of the AI?,Low Risk,template,2025-11-11T12:56:33.922887,0.785
EU_AI_Act_Art_49_3,Do we need to comply with EU_AI_Act_Art_49_3 when handling The URL of the entry of the AI?,Low Risk,template,2025-11-11T12:56:33.922921,0.733
EU_AI_Act_Art_49_3,Is The URL of the entry of the AI allowed under the EU_AI_Act_Art_49_3?,Low Risk,template,2025-11-11T12:56:33.922938,0.763
EU_AI_Act_Art_49_3,Are there transparency requirements for The URL of the entry of the AI?,Low Risk,template,2025-11-11T12:56:33.922955,0.661
EU_AI_Act_Art_49_3,What are the obligations regarding The URL of the entry of the AI?,Low Risk,template,2025-11-11T12:56:33.922970,0.729
EU_AI_Act_Art_49_3,Can we process The URL of the entry of the AI data under this law?,Low Risk,template,2025-11-11T12:56:33.922987,0.7
EU_AI_Act_Art_49_3,Who is responsible for ensuring The URL of the entry of the AI compliance?,Low Risk,template,2025-11-11T12:56:33.923005,0.714
EU_AI_Act_Art_49_3,Does this law prohibit The URL of the entry of the AI?,Low Risk,template,2025-11-11T12:56:33.923020,0.624
EU_AI_Act_Art_49_3,What penalties apply if The URL of the entry of the AI is violated?,Low Risk,template,2025-11-11T12:56:33.923036,0.566
EU_AI_Act_Art_49_3,How can we meet EU_AI_Act_Art_49_3 requirements on The URL of the entry of the AI?,Low Risk,template,2025-11-11T12:56:33.923054,0.75
EU_AI_Act_Art_49_4,What does EU_AI_Act_Art_49_4 say about A summary of the findings of the fundamental?,Low Risk,template,2025-11-11T12:56:34.364795,0.371
EU_AI_Act_Art_49_4,Do we need to comply with EU_AI_Act_Art_49_4 when handling A summary of the findings of the fundamental?,Low Risk,template,2025-11-11T12:56:34.364832,0.317
EU_AI_Act_Art_49_4,Is A summary of the findings of the fundamental allowed under the EU_AI_Act_Art_49_4?,Low Risk,template,2025-11-11T12:56:34.364854,0.365
EU_AI_Act_Art_49_4,Are there transparency requirements for A summary of the findings of the fundamental?,Low Risk,template,2025-11-11T12:56:34.364875,0.347
EU_AI_Act_Art_49_4,What are the obligations regarding A summary of the findings of the fundamental?,Low Risk,template,2025-11-11T12:56:34.364895,0.36
EU_AI_Act_Art_49_4,Can we process A summary of the findings of the fundamental data under this law?,Low Risk,template,2025-11-11T12:56:34.364916,0.274
EU_AI_Act_Art_49_4,Who is responsible for ensuring A summary of the findings of the fundamental compliance?,Low Risk,template,2025-11-11T12:56:34.364938,0.36
EU_AI_Act_Art_49_4,Does this law prohibit A summary of the findings of the fundamental?,Low Risk,template,2025-11-11T12:56:34.364958,0.276
EU_AI_Act_Art_49_4,What penalties apply if A summary of the findings of the fundamental is violated?,Low Risk,template,2025-11-11T12:56:34.364979,0.33
EU_AI_Act_Art_49_4,How can we meet EU_AI_Act_Art_49_4 requirements on A summary of the findings of the fundamental?,Low Risk,template,2025-11-11T12:56:34.365001,0.341
EU_AI_Act_Art_49_5_Intro,What does EU_AI_Act_Art_49_5_Intro say about A summary of the data protection impact assessment?,Low Risk,template,2025-11-11T12:56:34.800580,0.766
EU_AI_Act_Art_49_5_Intro,Do we need to comply with EU_AI_Act_Art_49_5_Intro when handling A summary of the data protection impact assessment?,Low Risk,template,2025-11-11T12:56:34.800609,0.74
EU_AI_Act_Art_49_5_Intro,Is A summary of the data protection impact assessment allowed under the EU_AI_Act_Art_49_5_Intro?,Low Risk,template,2025-11-11T12:56:34.800655,0.804
EU_AI_Act_Art_49_5_Intro,Are there transparency requirements for A summary of the data protection impact assessment?,Low Risk,template,2025-11-11T12:56:34.800681,0.75
EU_AI_Act_Art_49_5_Intro,What are the obligations regarding A summary of the data protection impact assessment?,Low Risk,template,2025-11-11T12:56:34.800696,0.792
EU_AI_Act_Art_49_5_Intro,Can we process A summary of the data protection impact assessment data under this law?,Low Risk,template,2025-11-11T12:56:34.800713,0.756
EU_AI_Act_Art_49_5_Intro,Who is responsible for ensuring A summary of the data protection impact assessment compliance?,Low Risk,template,2025-11-11T12:56:34.800727,0.77
EU_AI_Act_Art_49_5_Intro,Does this law prohibit A summary of the data protection impact assessment?,Low Risk,template,2025-11-11T12:56:34.800739,0.73
EU_AI_Act_Art_49_5_Intro,What penalties apply if A summary of the data protection impact assessment is violated?,Low Risk,template,2025-11-11T12:56:34.800753,0.752
EU_AI_Act_Art_49_5_Intro,How can we meet EU_AI_Act_Art_49_5_Intro requirements on A summary of the data protection impact assessment?,Low Risk,template,2025-11-11T12:56:34.800769,0.752
EU_AI_Act_Art_49_58,What does EU_AI_Act_Art_49_58 say about of this Regulation where applicable 137 144 EN?,Low Risk,template,2025-11-11T12:56:35.224765,0.611
EU_AI_Act_Art_49_58,Do we need to comply with EU_AI_Act_Art_49_58 when handling of this Regulation where applicable 137 144 EN?,Low Risk,template,2025-11-11T12:56:35.224804,0.599
EU_AI_Act_Art_49_58,Is of this Regulation where applicable 137 144 EN allowed under the EU_AI_Act_Art_49_58?,Low Risk,template,2025-11-11T12:56:35.224828,0.588
EU_AI_Act_Art_49_58,Are there transparency requirements for of this Regulation where applicable 137 144 EN?,Low Risk,template,2025-11-11T12:56:35.224851,0.456
EU_AI_Act_Art_49_58,What are the obligations regarding of this Regulation where applicable 137 144 EN?,Low Risk,template,2025-11-11T12:56:35.224873,0.46
EU_AI_Act_Art_49_58,Can we process of this Regulation where applicable 137 144 EN data under this law?,Low Risk,template,2025-11-11T12:56:35.224896,0.444
EU_AI_Act_Art_49_58,Who is responsible for ensuring of this Regulation where applicable 137 144 EN compliance?,Low Risk,template,2025-11-11T12:56:35.224915,0.447
EU_AI_Act_Art_49_58,Does this law prohibit of this Regulation where applicable 137 144 EN?,Low Risk,template,2025-11-11T12:56:35.224933,0.386
EU_AI_Act_Art_49_58,What penalties apply if of this Regulation where applicable 137 144 EN is violated?,Low Risk,template,2025-11-11T12:56:35.224950,0.42
EU_AI_Act_Art_49_58,How can we meet EU_AI_Act_Art_49_58 requirements on of this Regulation where applicable 137 144 EN?,Low Risk,template,2025-11-11T12:56:35.224969,0.63
EU_AI_Act_Art_60_Intro,What does EU_AI_Act_Art_60_Intro say about Article 60 The following information shall be provided?,High Risk,template,2025-11-11T12:56:35.496837,0.491
EU_AI_Act_Art_60_Intro,Do we need to comply with EU_AI_Act_Art_60_Intro when handling Article 60 The following information shall be provided?,High Risk,template,2025-11-11T12:56:35.496879,0.49
EU_AI_Act_Art_60_Intro,Is Article 60 The following information shall be provided allowed under the EU_AI_Act_Art_60_Intro?,High Risk,template,2025-11-11T12:56:35.496890,0.513
EU_AI_Act_Art_60_Intro,Are there transparency requirements for Article 60 The following information shall be provided?,High Risk,template,2025-11-11T12:56:35.496901,0.537
EU_AI_Act_Art_60_Intro,What are the obligations regarding Article 60 The following information shall be provided?,High Risk,template,2025-11-11T12:56:35.496910,0.547
EU_AI_Act_Art_60_Intro,Can we process Article 60 The following information shall be provided data under this law?,High Risk,template,2025-11-11T12:56:35.496921,0.526
EU_AI_Act_Art_60_Intro,Who is responsible for ensuring Article 60 The following information shall be provided compliance?,High Risk,template,2025-11-11T12:56:35.496931,0.537
EU_AI_Act_Art_60_Intro,Does this law prohibit Article 60 The following information shall be provided?,High Risk,template,2025-11-11T12:56:35.496940,0.49
EU_AI_Act_Art_60_Intro,What penalties apply if Article 60 The following information shall be provided is violated?,High Risk,template,2025-11-11T12:56:35.496950,0.46
EU_AI_Act_Art_60_Intro,How can we meet EU_AI_Act_Art_60_Intro requirements on Article 60 The following information shall be provided?,High Risk,template,2025-11-11T12:56:35.496961,0.492
EU_AI_Act_Art_60_1,What does EU_AI_Act_Art_60_1 say about A Union wide unique single identification number of?,High Risk,template,2025-11-11T12:56:35.783734,0.488
EU_AI_Act_Art_60_1,Do we need to comply with EU_AI_Act_Art_60_1 when handling A Union wide unique single identification number of?,High Risk,template,2025-11-11T12:56:35.783763,0.473
EU_AI_Act_Art_60_1,Is A Union wide unique single identification number of allowed under the EU_AI_Act_Art_60_1?,High Risk,template,2025-11-11T12:56:35.783780,0.473
EU_AI_Act_Art_60_1,Are there transparency requirements for A Union wide unique single identification number of?,High Risk,template,2025-11-11T12:56:35.783797,0.538
EU_AI_Act_Art_60_1,What are the obligations regarding A Union wide unique single identification number of?,High Risk,template,2025-11-11T12:56:35.783813,0.519
EU_AI_Act_Art_60_1,Can we process A Union wide unique single identification number of data under this law?,High Risk,template,2025-11-11T12:56:35.783830,0.54
EU_AI_Act_Art_60_1,Who is responsible for ensuring A Union wide unique single identification number of compliance?,High Risk,template,2025-11-11T12:56:35.783844,0.495
EU_AI_Act_Art_60_1,Does this law prohibit A Union wide unique single identification number of?,High Risk,template,2025-11-11T12:56:35.783862,0.505
EU_AI_Act_Art_60_1,What penalties apply if A Union wide unique single identification number of is violated?,High Risk,template,2025-11-11T12:56:35.783878,0.509
EU_AI_Act_Art_60_1,How can we meet EU_AI_Act_Art_60_1 requirements on A Union wide unique single identification number of?,High Risk,template,2025-11-11T12:56:35.783896,0.503
EU_AI_Act_Art_60_2,What does EU_AI_Act_Art_60_2 say about The name and contact details of the provider?,High Risk,template,2025-11-11T12:56:36.066984,0.501
EU_AI_Act_Art_60_2,Do we need to comply with EU_AI_Act_Art_60_2 when handling The name and contact details of the provider?,High Risk,template,2025-11-11T12:56:36.067006,0.359
EU_AI_Act_Art_60_2,Is The name and contact details of the provider allowed under the EU_AI_Act_Art_60_2?,High Risk,template,2025-11-11T12:56:36.067017,0.399
EU_AI_Act_Art_60_2,Are there transparency requirements for The name and contact details of the provider?,High Risk,template,2025-11-11T12:56:36.067027,0.503
EU_AI_Act_Art_60_2,What are the obligations regarding The name and contact details of the provider?,High Risk,template,2025-11-11T12:56:36.067038,0.508
EU_AI_Act_Art_60_2,Can we process The name and contact details of the provider data under this law?,High Risk,template,2025-11-11T12:56:36.067049,0.423
EU_AI_Act_Art_60_2,Who is responsible for ensuring The name and contact details of the provider compliance?,High Risk,template,2025-11-11T12:56:36.067069,0.55
EU_AI_Act_Art_60_2,Does this law prohibit The name and contact details of the provider?,High Risk,template,2025-11-11T12:56:36.067084,0.362
EU_AI_Act_Art_60_2,What penalties apply if The name and contact details of the provider is violated?,High Risk,template,2025-11-11T12:56:36.067100,0.373
EU_AI_Act_Art_60_2,How can we meet EU_AI_Act_Art_60_2 requirements on The name and contact details of the provider?,High Risk,template,2025-11-11T12:56:36.067118,0.474
EU_AI_Act_Art_60_3,What does EU_AI_Act_Art_60_3 say about A brief description of the AI system its?,High Risk,template,2025-11-11T12:56:36.345130,0.725
EU_AI_Act_Art_60_3,Do we need to comply with EU_AI_Act_Art_60_3 when handling A brief description of the AI system its?,High Risk,template,2025-11-11T12:56:36.345159,0.647
EU_AI_Act_Art_60_3,Is A brief description of the AI system its allowed under the EU_AI_Act_Art_60_3?,High Risk,template,2025-11-11T12:56:36.345175,0.683
EU_AI_Act_Art_60_3,Are there transparency requirements for A brief description of the AI system its?,High Risk,template,2025-11-11T12:56:36.345192,0.686
EU_AI_Act_Art_60_3,What are the obligations regarding A brief description of the AI system its?,High Risk,template,2025-11-11T12:56:36.345206,0.812
EU_AI_Act_Art_60_3,Can we process A brief description of the AI system its data under this law?,High Risk,template,2025-11-11T12:56:36.345224,0.726
EU_AI_Act_Art_60_3,Who is responsible for ensuring A brief description of the AI system its compliance?,High Risk,template,2025-11-11T12:56:36.345240,0.742
EU_AI_Act_Art_60_3,Does this law prohibit A brief description of the AI system its?,High Risk,template,2025-11-11T12:56:36.345255,0.676
EU_AI_Act_Art_60_3,What penalties apply if A brief description of the AI system its is violated?,High Risk,template,2025-11-11T12:56:36.345268,0.627
EU_AI_Act_Art_60_3,How can we meet EU_AI_Act_Art_60_3 requirements on A brief description of the AI system its?,High Risk,template,2025-11-11T12:56:36.345279,0.683
EU_AI_Act_Art_60_4,What does EU_AI_Act_Art_60_4 say about A summary of the main characteristics of the?,High Risk,template,2025-11-11T12:56:36.619736,0.229
EU_AI_Act_Art_60_4,Do we need to comply with EU_AI_Act_Art_60_4 when handling A summary of the main characteristics of the?,High Risk,template,2025-11-11T12:56:36.619765,0.193
EU_AI_Act_Art_60_4,Is A summary of the main characteristics of the allowed under the EU_AI_Act_Art_60_4?,High Risk,template,2025-11-11T12:56:36.619780,0.235
EU_AI_Act_Art_60_4,Are there transparency requirements for A summary of the main characteristics of the?,High Risk,template,2025-11-11T12:56:36.619795,0.25
EU_AI_Act_Art_60_4,What are the obligations regarding A summary of the main characteristics of the?,High Risk,template,2025-11-11T12:56:36.619812,0.251
EU_AI_Act_Art_60_4,Can we process A summary of the main characteristics of the data under this law?,High Risk,template,2025-11-11T12:56:36.619830,0.267
EU_AI_Act_Art_60_4,Who is responsible for ensuring A summary of the main characteristics of the compliance?,High Risk,template,2025-11-11T12:56:36.619848,0.277
EU_AI_Act_Art_60_4,Does this law prohibit A summary of the main characteristics of the?,High Risk,template,2025-11-11T12:56:36.619864,0.185
EU_AI_Act_Art_60_4,What penalties apply if A summary of the main characteristics of the is violated?,High Risk,template,2025-11-11T12:56:36.619878,0.185
EU_AI_Act_Art_60_4,How can we meet EU_AI_Act_Art_60_4 requirements on A summary of the main characteristics of the?,High Risk,template,2025-11-11T12:56:36.619894,0.305
EU_AI_Act_Art_60_5,What does EU_AI_Act_Art_60_5 say about Information on the suspension or termination of the?,High Risk,template,2025-11-11T12:56:36.906759,0.587
EU_AI_Act_Art_60_5,Do we need to comply with EU_AI_Act_Art_60_5 when handling Information on the suspension or termination of the?,High Risk,template,2025-11-11T12:56:36.906786,0.502
EU_AI_Act_Art_60_5,Is Information on the suspension or termination of the allowed under the EU_AI_Act_Art_60_5?,High Risk,template,2025-11-11T12:56:36.906803,0.56
EU_AI_Act_Art_60_5,Are there transparency requirements for Information on the suspension or termination of the?,High Risk,template,2025-11-11T12:56:36.906836,0.564
EU_AI_Act_Art_60_5,What are the obligations regarding Information on the suspension or termination of the?,High Risk,template,2025-11-11T12:56:36.906853,0.522
EU_AI_Act_Art_60_5,Can we process Information on the suspension or termination of the data under this law?,High Risk,template,2025-11-11T12:56:36.906871,0.582
EU_AI_Act_Art_60_5,Who is responsible for ensuring Information on the suspension or termination of the compliance?,High Risk,template,2025-11-11T12:56:36.906888,0.504
EU_AI_Act_Art_60_5,Does this law prohibit Information on the suspension or termination of the?,High Risk,template,2025-11-11T12:56:36.906902,0.496
EU_AI_Act_Art_60_5,What penalties apply if Information on the suspension or termination of the is violated?,High Risk,template,2025-11-11T12:56:36.906916,0.436
EU_AI_Act_Art_60_5,How can we meet EU_AI_Act_Art_60_5 requirements on Information on the suspension or termination of the?,High Risk,template,2025-11-11T12:56:36.906933,0.588
EU_AI_Act_Art_60_1a,What does EU_AI_Act_Art_60_1a say about Regulation EU 2018 1860 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.184930,0.661
EU_AI_Act_Art_60_1a,Do we need to comply with EU_AI_Act_Art_60_1a when handling Regulation EU 2018 1860 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.184956,0.591
EU_AI_Act_Art_60_1a,Is Regulation EU 2018 1860 of the European Parliament allowed under the EU_AI_Act_Art_60_1a?,High Risk,template,2025-11-11T12:56:37.184973,0.65
EU_AI_Act_Art_60_1a,Are there transparency requirements for Regulation EU 2018 1860 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.184989,0.661
EU_AI_Act_Art_60_1a,What are the obligations regarding Regulation EU 2018 1860 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.185006,0.705
EU_AI_Act_Art_60_1a,Can we process Regulation EU 2018 1860 of the European Parliament data under this law?,High Risk,template,2025-11-11T12:56:37.185024,0.712
EU_AI_Act_Art_60_1a,Who is responsible for ensuring Regulation EU 2018 1860 of the European Parliament compliance?,High Risk,template,2025-11-11T12:56:37.185040,0.699
EU_AI_Act_Art_60_1a,Does this law prohibit Regulation EU 2018 1860 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.185053,0.713
EU_AI_Act_Art_60_1a,What penalties apply if Regulation EU 2018 1860 of the European Parliament is violated?,High Risk,template,2025-11-11T12:56:37.185068,0.687
EU_AI_Act_Art_60_1a,How can we meet EU_AI_Act_Art_60_1a requirements on Regulation EU 2018 1860 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.185084,0.597
EU_AI_Act_Art_60_1b,What does EU_AI_Act_Art_60_1b say about Regulation EU 2018 1861 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.466004,0.696
EU_AI_Act_Art_60_1b,Do we need to comply with EU_AI_Act_Art_60_1b when handling Regulation EU 2018 1861 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.466027,0.631
EU_AI_Act_Art_60_1b,Is Regulation EU 2018 1861 of the European Parliament allowed under the EU_AI_Act_Art_60_1b?,High Risk,template,2025-11-11T12:56:37.466038,0.695
EU_AI_Act_Art_60_1b,Are there transparency requirements for Regulation EU 2018 1861 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.466048,0.693
EU_AI_Act_Art_60_1b,What are the obligations regarding Regulation EU 2018 1861 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.466058,0.726
EU_AI_Act_Art_60_1b,Can we process Regulation EU 2018 1861 of the European Parliament data under this law?,High Risk,template,2025-11-11T12:56:37.466069,0.717
EU_AI_Act_Art_60_1b,Who is responsible for ensuring Regulation EU 2018 1861 of the European Parliament compliance?,High Risk,template,2025-11-11T12:56:37.466079,0.768
EU_AI_Act_Art_60_1b,Does this law prohibit Regulation EU 2018 1861 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.466088,0.678
EU_AI_Act_Art_60_1b,What penalties apply if Regulation EU 2018 1861 of the European Parliament is violated?,High Risk,template,2025-11-11T12:56:37.466098,0.652
EU_AI_Act_Art_60_1b,How can we meet EU_AI_Act_Art_60_1b requirements on Regulation EU 2018 1861 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.466109,0.659
EU_AI_Act_Art_60_1c,What does EU_AI_Act_Art_60_1c say about Regulation EU 2018 1862 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.762323,0.698
EU_AI_Act_Art_60_1c,Do we need to comply with EU_AI_Act_Art_60_1c when handling Regulation EU 2018 1862 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.762354,0.642
EU_AI_Act_Art_60_1c,Is Regulation EU 2018 1862 of the European Parliament allowed under the EU_AI_Act_Art_60_1c?,High Risk,template,2025-11-11T12:56:37.762369,0.704
EU_AI_Act_Art_60_1c,Are there transparency requirements for Regulation EU 2018 1862 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.762385,0.697
EU_AI_Act_Art_60_1c,What are the obligations regarding Regulation EU 2018 1862 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.762401,0.713
EU_AI_Act_Art_60_1c,Can we process Regulation EU 2018 1862 of the European Parliament data under this law?,High Risk,template,2025-11-11T12:56:37.762417,0.74
EU_AI_Act_Art_60_1c,Who is responsible for ensuring Regulation EU 2018 1862 of the European Parliament compliance?,High Risk,template,2025-11-11T12:56:37.762432,0.768
EU_AI_Act_Art_60_1c,Does this law prohibit Regulation EU 2018 1862 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.762445,0.687
EU_AI_Act_Art_60_1c,What penalties apply if Regulation EU 2018 1862 of the European Parliament is violated?,High Risk,template,2025-11-11T12:56:37.762459,0.664
EU_AI_Act_Art_60_1c,How can we meet EU_AI_Act_Art_60_1c requirements on Regulation EU 2018 1862 of the European Parliament?,High Risk,template,2025-11-11T12:56:37.762474,0.653
EU_AI_Act_Art_60_2a,What does EU_AI_Act_Art_60_2a say about Regulation EU 2021 1133 of the European Parliament?,High Risk,template,2025-11-11T12:56:38.042930,0.598
EU_AI_Act_Art_60_2a,Do we need to comply with EU_AI_Act_Art_60_2a when handling Regulation EU 2021 1133 of the European Parliament?,High Risk,template,2025-11-11T12:56:38.042968,0.598
EU_AI_Act_Art_60_2a,Is Regulation EU 2021 1133 of the European Parliament allowed under the EU_AI_Act_Art_60_2a?,High Risk,template,2025-11-11T12:56:38.042991,0.632
EU_AI_Act_Art_60_2a,Are there transparency requirements for Regulation EU 2021 1133 of the European Parliament?,High Risk,template,2025-11-11T12:56:38.043010,0.635
EU_AI_Act_Art_60_2a,What are the obligations regarding Regulation EU 2021 1133 of the European Parliament?,High Risk,template,2025-11-11T12:56:38.043031,0.632
EU_AI_Act_Art_60_2a,Can we process Regulation EU 2021 1133 of the European Parliament data under this law?,High Risk,template,2025-11-11T12:56:38.043051,0.642
EU_AI_Act_Art_60_2a,Who is responsible for ensuring Regulation EU 2021 1133 of the European Parliament compliance?,High Risk,template,2025-11-11T12:56:38.043070,0.64
EU_AI_Act_Art_60_2a,Does this law prohibit Regulation EU 2021 1133 of the European Parliament?,High Risk,template,2025-11-11T12:56:38.043086,0.614
EU_AI_Act_Art_60_2a,What penalties apply if Regulation EU 2021 1133 of the European Parliament is violated?,High Risk,template,2025-11-11T12:56:38.043104,0.551
EU_AI_Act_Art_60_2a,How can we meet EU_AI_Act_Art_60_2a requirements on Regulation EU 2021 1133 of the European Parliament?,High Risk,template,2025-11-11T12:56:38.043124,0.603
EU_AI_Act_Art_60_2b,What does EU_AI_Act_Art_60_2b say about Regulation EU 2021 1134 of the European Parliament?,High Risk,template,2025-11-11T12:56:38.328367,0.58
EU_AI_Act_Art_60_2b,Do we need to comply with EU_AI_Act_Art_60_2b when handling Regulation EU 2021 1134 of the European Parliament?,High Risk,template,2025-11-11T12:56:38.328389,0.538
EU_AI_Act_Art_60_2b,Is Regulation EU 2021 1134 of the European Parliament allowed under the EU_AI_Act_Art_60_2b?,High Risk,template,2025-11-11T12:56:38.328400,0.573
EU_AI_Act_Art_60_2b,Are there transparency requirements for Regulation EU 2021 1134 of the European Parliament?,High Risk,template,2025-11-11T12:56:38.328411,0.597
EU_AI_Act_Art_60_2b,What are the obligations regarding Regulation EU 2021 1134 of the European Parliament?,High Risk,template,2025-11-11T12:56:38.328420,0.603
EU_AI_Act_Art_60_2b,Can we process Regulation EU 2021 1134 of the European Parliament data under this law?,High Risk,template,2025-11-11T12:56:38.328431,0.623
EU_AI_Act_Art_60_2b,Who is responsible for ensuring Regulation EU 2021 1134 of the European Parliament compliance?,High Risk,template,2025-11-11T12:56:38.328441,0.613
EU_AI_Act_Art_60_2b,Does this law prohibit Regulation EU 2021 1134 of the European Parliament?,High Risk,template,2025-11-11T12:56:38.328450,0.579
EU_AI_Act_Art_60_2b,What penalties apply if Regulation EU 2021 1134 of the European Parliament is violated?,High Risk,template,2025-11-11T12:56:38.328460,0.549
EU_AI_Act_Art_60_2b,How can we meet EU_AI_Act_Art_60_2b requirements on Regulation EU 2021 1134 of the European Parliament?,High Risk,template,2025-11-11T12:56:38.328471,0.565
EU_AI_Act_Art_60_3,What does EU_AI_Act_Art_60_3 say about Eurodac Regulation EU 2024 1358 of the European?,High Risk,template,2025-11-11T12:56:38.617511,0.719
EU_AI_Act_Art_60_3,Do we need to comply with EU_AI_Act_Art_60_3 when handling Eurodac Regulation EU 2024 1358 of the European?,High Risk,template,2025-11-11T12:56:38.617536,0.692
EU_AI_Act_Art_60_3,Is Eurodac Regulation EU 2024 1358 of the European allowed under the EU_AI_Act_Art_60_3?,High Risk,template,2025-11-11T12:56:38.617548,0.706
EU_AI_Act_Art_60_3,Are there transparency requirements for Eurodac Regulation EU 2024 1358 of the European?,High Risk,template,2025-11-11T12:56:38.617559,0.736
EU_AI_Act_Art_60_3,What are the obligations regarding Eurodac Regulation EU 2024 1358 of the European?,High Risk,template,2025-11-11T12:56:38.617569,0.71
EU_AI_Act_Art_60_3,Can we process Eurodac Regulation EU 2024 1358 of the European data under this law?,High Risk,template,2025-11-11T12:56:38.617579,0.758
EU_AI_Act_Art_60_3,Who is responsible for ensuring Eurodac Regulation EU 2024 1358 of the European compliance?,High Risk,template,2025-11-11T12:56:38.617590,0.725
EU_AI_Act_Art_60_3,Does this law prohibit Eurodac Regulation EU 2024 1358 of the European?,High Risk,template,2025-11-11T12:56:38.617600,0.735
EU_AI_Act_Art_60_3,What penalties apply if Eurodac Regulation EU 2024 1358 of the European is violated?,High Risk,template,2025-11-11T12:56:38.617610,0.692
EU_AI_Act_Art_60_3,How can we meet EU_AI_Act_Art_60_3 requirements on Eurodac Regulation EU 2024 1358 of the European?,High Risk,template,2025-11-11T12:56:38.617653,0.655
EU_AI_Act_Art_60_4,What does EU_AI_Act_Art_60_4 say about Entry Exit System Regulation EU 2017 2226 of?,High Risk,template,2025-11-11T12:56:38.927388,0.745
EU_AI_Act_Art_60_4,Do we need to comply with EU_AI_Act_Art_60_4 when handling Entry Exit System Regulation EU 2017 2226 of?,High Risk,template,2025-11-11T12:56:38.927410,0.687
EU_AI_Act_Art_60_4,Is Entry Exit System Regulation EU 2017 2226 of allowed under the EU_AI_Act_Art_60_4?,High Risk,template,2025-11-11T12:56:38.927421,0.746
EU_AI_Act_Art_60_4,Are there transparency requirements for Entry Exit System Regulation EU 2017 2226 of?,High Risk,template,2025-11-11T12:56:38.927431,0.743
EU_AI_Act_Art_60_4,What are the obligations regarding Entry Exit System Regulation EU 2017 2226 of?,High Risk,template,2025-11-11T12:56:38.927441,0.769
EU_AI_Act_Art_60_4,Can we process Entry Exit System Regulation EU 2017 2226 of data under this law?,High Risk,template,2025-11-11T12:56:38.927451,0.772
EU_AI_Act_Art_60_4,Who is responsible for ensuring Entry Exit System Regulation EU 2017 2226 of compliance?,High Risk,template,2025-11-11T12:56:38.927462,0.757
EU_AI_Act_Art_60_4,Does this law prohibit Entry Exit System Regulation EU 2017 2226 of?,High Risk,template,2025-11-11T12:56:38.927472,0.754
EU_AI_Act_Art_60_4,What penalties apply if Entry Exit System Regulation EU 2017 2226 of is violated?,High Risk,template,2025-11-11T12:56:38.927482,0.681
EU_AI_Act_Art_60_4,How can we meet EU_AI_Act_Art_60_4 requirements on Entry Exit System Regulation EU 2017 2226 of?,High Risk,template,2025-11-11T12:56:38.927493,0.694
EU_AI_Act_Art_60_5_Intro,What does EU_AI_Act_Art_60_5_Intro say about European Travel Information and Authorisation System?,High Risk,template,2025-11-11T12:56:39.211334,0.676
